"","informfully_id","Duration..in.seconds.","informed_consent","pol_int","pol_pos_1","pol_eff_1","pol_eff_2","pol_eff_3","pol_eff_4","pol_eff_5","iss_imp","env_int","nws_app","nws_int","env_new","env_dis","alg_pre_1","alg_pre_2","alg_pre_3","alg_pre_4","alg_pre_5","jou_pre_1","jou_pre_2","jou_pre_3","ata_pos_1","ata_pos_2","ata_pos_3","ata_pos_4","ata_pos_5","ata_pos_6","ata_pos_7","ata_pos_8","ata_pos_9","ata_pos_10","ata_pos_11","ata_pos_12","ata_neg_1","ata_neg_2","ata_neg_3","ata_neg_4","ata_neg_5","ata_neg_6","ata_neg_7","ata_neg_8","div_val_1","div_val_2","div_val_3","div_val_4","div_val_5","div_val_6","div_val_7","inf_ovr_1","inf_ovr_2","inf_ovr_3","inf_ovr_4","inf_ovr_5","inf_ovr_6","top_int_1","top_int_2","top_int_3","top_int_4","top_int_5","top_int_6","top_int_7","top_int_8","top_int_9","top_int_10","top_int_11","top_int_12","top_int_13","experimental_group_w1","personalisation","took_survey_week1","took_survey_week2","pol_eff_1_r","pol_eff","alg_pre","jou_pre","inf_ovr","ata_pos","ata_neg","div_val","experimental_group_w2"
"109","B7M4qcy68ZTwLyvED",975,1,6,5,1,6,5,6,6,6,7,1,3,4,2,5,5,4,1,3,2,1,3,3,5,6,6,5,4,6,4,6,5,6,5,4,1,2,3,4,4,2,4,5,5,6,7,6,7,5,4,3,1,5,2,5,6,6,4,7,6,5,6,7,5,7,5,5,6,2,"wed_imp",1,1,"7",6,3.6,2,3.33333333333333,5.08333333333333,3,5.85714285714286,1
"110","b9PwdgaetBKq7e89v",403,1,6,8,3,5,6,5,5,3,3,1,3,1,1,3,4,4,3,3,3,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,5,3,6,5,3,5,5,5,5,5,5,5,5,5,5,5,6,5,3,3,"thu_exp",1,1,"5",5.2,3.4,3.33333333333333,4.5,4.91666666666667,3.375,5,1
"111","barfYKbjrvJaQCBuh",368,1,5,2,4,6,5,5,5,6,6,1,2,3,4,6,6,6,6,5,3,3,4,5,4,4,6,6,6,6,3,6,3,5,6,5,5,2,3,4,3,3,4,6,6,6,6,6,7,6,5,3,4,5,5,5,5,2,6,2,6,5,5,6,2,6,6,6,6,1,"wed_edi",1,1,"4",5,5.8,3.33333333333333,4.5,5,3.625,6.14285714285714,2
"112","bBTnKqKrfdYos3KeT",451,1,1,5,6,1,1,1,1,3,1,2,3,1,1,5,4,4,2,4,2,2,2,4,4,4,6,4,3,5,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,2,4,4,4,5,4,4,4,2,4,5,7,2,3,1,3,6,4,2,2,1,4,"thu_exp",1,1,"2",1.2,3.8,2,4.16666666666667,4.25,4.125,4.42857142857143,1
"113","Bcd3Z4emWgRHyb2SM",1263,1,5,6,5,6,5,5,5,7,7,2,7,6,4,4,2,3,2,2,5,4,5,4,5,4,6,5,5,7,5,7,5,5,5,4,5,4,4,4,5,2,4,6,5,6,6,6,5,6,3,2,5,4,2,3,6,5,4,2,5,3,5,7,6,6,7,6,7,2,"thu_exp",1,1,"3",4.8,2.6,4.66666666666667,3.16666666666667,5.25,4,5.71428571428571,1
"114","bcdnamsysdterrBLx",467,1,5,6,2,5,4,4,5,3,3,2,7,4,2,4,2,5,2,2,1,1,4,3,5,2,2,3,3,5,5,5,3,4,3,5,5,5,2,5,3,4,6,7,7,7,7,7,7,7,3,2,5,5,4,3,4,6,6,1,3,5,5,5,1,6,7,7,3,1,"thu_exp",1,1,"6",4.8,3,2,3.66666666666667,3.58333333333333,4.375,7,1
"115","bCgFDjjwhh3kNPDLh",379,1,5,2,5,6,4,3,5,7,5,1,2,1,2,5,6,6,5,4,5,4,5,5,4,4,6,5,4,5,4,6,4,5,3,3,3,2,5,4,5,2,2,7,5,6,6,7,5,6,5,5,5,3,5,3,2,6,5,1,4,5,4,3,1,4,6,5,5,1,"fri_imp",1,1,"3",4.2,5.2,4.66666666666667,4.33333333333333,4.58333333333333,3.25,6,1
"116","bDxXEWf7imyMaqXsq",316,1,6,3,5,7,6,6,7,7,7,2,7,6,4,4,2,3,3,2,4,3,4,6,5,4,5,5,5,4,4,5,3,4,2,4,6,7,6,7,6,4,5,7,7,7,7,7,7,7,5,1,6,5,6,5,5,5,6,2,5,7,7,5,5,4,7,7,7,3,"thu_edi",1,1,"3",5.8,2.8,3.66666666666667,4.66666666666667,4.33333333333333,5.625,7,4
"117","Bec3eXW5rvoquR3GL",614,1,6,3,2,6,6,6,6,7,6,2,2,1,3,1,1,1,1,1,6,5,6,1,4,2,3,3,4,5,4,5,6,2,2,4,5,6,4,5,5,4,5,7,6,7,7,6,6,6,4,6,6,6,5,4,4,5,4,2,6,4,6,6,2,4,6,6,6,1,"fri_exp",1,1,"6",6,1,5.66666666666667,5.16666666666667,3.41666666666667,4.75,6.42857142857143,1
"118","BFD75Ku3q7vDemext",892,1,5,5,6,2,3,6,5,6,5,2,1,2,1,2,3,2,2,3,5,5,5,5,5,2,6,3,5,6,1,6,1,3,5,5,5,1,4,1,2,3,5,6,6,6,6,6,6,6,6,6,6,2,2,2,5,4,6,4,5,5,5,6,4,6,6,6,6,2,"wed_imp",1,0,"2",3.6,2.4,5,4,4,3.25,6,1
"119","bFwQMb793bCx9wXmf",933,1,3,5,4,3,2,4,3,7,5,2,7,4,1,6,3,5,4,3,5,4,4,3,5,5,6,6,6,6,4,6,4,2,5,4,5,5,4,5,5,4,4,7,6,7,7,6,6,6,4,5,4,4,4,4,5,6,6,4,6,7,3,6,4,5,6,6,6,1,"thu_imp",1,1,"4",3.2,4.2,4.33333333333333,4.16666666666667,4.83333333333333,4.5,6.42857142857143,1
"120","BgWXJSh5Ybucp7M5H",660,1,6,3,2,5,5,4,5,7,7,1,4,3,2,3,2,2,2,5,5,5,5,2,4,3,6,3,2,6,3,6,3,4,4,5,4,2,3,2,4,4,2,7,7,7,7,7,7,7,5,2,6,6,6,6,2,5,6,1,7,5,6,7,1,2,7,5,6,4,"thu_edi",1,1,"6",5,2.8,5,5.16666666666667,3.83333333333333,3.25,7,4
"121","BhWjC7SGCPkmwKbfJ",227,1,5,5,6,6,6,6,6,7,7,2,3,3,2,5,5,5,3,4,5,4,5,2,2,4,7,4,4,7,4,3,2,4,2,2,2,2,4,2,2,2,2,6,6,6,6,2,3,2,6,4,6,5,4,4,7,7,7,3,7,7,6,6,6,6,6,6,6,1,"wed_exp",1,1,"2",5.2,4.4,4.66666666666667,4.83333333333333,3.75,2.25,4.42857142857143,1
"122","BJkY87CobhyKdncRM",505,1,6,5,5,6,6,6,6,5,5,2,7,4,3,5,6,6,5,5,5,6,6,5,6,6,7,6,5,6,6,5,5,5,6,5,4,5,4,3,6,4,5,7,6,6,6,6,5,7,3,3,4,4,5,4,7,5,6,6,7,7,6,5,6,7,7,6,5,1,"thu_exp",1,1,"3",5.4,5.4,5.66666666666667,3.83333333333333,5.66666666666667,4.5,6.14285714285714,1
"123","bjpHCfpSd8zyTomXX",565,1,7,3,7,7,6,6,7,7,7,1,7,8,6,3,6,5,3,3,5,5,5,6,5,4,6,6,6,5,4,6,3,5,6,3,2,2,3,2,2,2,2,7,7,7,7,7,7,7,2,2,7,2,2,2,7,5,7,3,7,7,7,7,5,7,7,7,7,3,"wed_edi",1,1,"1",5.4,4,5,2.83333333333333,5.16666666666667,2.25,7,4
"124","Bjw4BuigX7G8doBuZ",352324,1,6,5,2,5,5,6,5,4,4,2,7,2,2,5,6,4,5,5,5,2,4,6,6,5,6,6,6,6,5,7,5,5,6,5,2,2,5,5,2,2,6,5,6,6,6,5,5,5,5,3,4,4,5,4,5,6,3,2,5,3,6,6,3,6,6,6,4,4,"thu_exp",1,1,"6",5.4,5,3.66666666666667,4.16666666666667,5.75,3.625,5.42857142857143,1
"125","BKCZjHEGxmL7oFJwK",2264,1,5,5,5,5,2,3,5,5,5,2,4,5,1,5,3,5,5,4,5,4,4,3,5,5,6,5,5,6,5,4,5,5,5,5,5,6,5,3,5,6,3,5,5,6,6,6,6,6,5,5,4,5,5,6,5,6,7,4,7,5,4,5,4,5,6,6,6,3,"wed_imp",1,1,"3",3.6,4.4,4.33333333333333,5,4.91666666666667,4.75,5.71428571428571,1
"126","bKrc8CcYG9tpGtjhg",326,1,7,3,2,6,6,4,6,7,7,2,7,6,5,5,4,5,3,3,3,3,3,1,6,4,6,5,5,5,2,5,4,4,3,6,4,3,2,4,2,3,4,7,7,7,7,7,7,4,3,2,4,5,2,2,5,6,6,1,6,6,7,7,1,6,7,7,6,4,"thu_imp",1,1,"6",5.6,4,3,3,4.16666666666667,3.5,6.57142857142857,1
"127","BL5gRcN3JHWWJk3G3",523,1,5,4,7,2,2,6,3,7,5,1,3,1,2,2,2,5,1,1,2,1,2,2,4,3,4,2,4,3,2,5,5,2,2,4,5,5,5,4,5,5,4,6,6,7,6,6,5,6,3,3,5,3,3,3,5,6,2,1,6,6,4,5,3,4,6,6,6,4,"wed_exp",1,1,"1",2.8,2.2,1.66666666666667,3.33333333333333,3.16666666666667,4.625,6,1
"128","Bq6iM9ndAwsyWdaqC",1570,1,1,5,4,3,3,4,4,6,4,2,1,1,1,3,4,3,3,4,3,3,4,6,4,5,5,4,4,4,2,4,4,4,5,4,4,4,4,4,4,4,5,6,6,6,6,6,6,5,4,2,4,4,2,4,1,2,4,4,4,4,1,3,3,3,3,3,4,1,"thu_exp",1,1,"4",3.6,3.4,3.33333333333333,3.33333333333333,4.25,4.125,5.85714285714286,1
"129","bRpf3tmkPgw2J5xvM",326,1,3,3,4,3,5,6,7,7,6,2,0,1,2,7,5,6,6,5,6,3,6,1,5,6,7,6,7,5,2,6,2,3,6,4,4,5,2,5,3,1,2,5,7,2,7,6,6,5,7,7,7,5,7,7,4,6,7,1,7,6,3,7,1,5,3,3,6,3,"wed_exp",1,0,"4",5,5.8,5,6.66666666666667,4.66666666666667,3.25,5.42857142857143,1
"130","BsSWxA8ucCsv5z7fL",405,1,6,2,4,6,6,5,6,7,6,1,7,5,3,5,5,4,3,3,5,4,5,1,5,4,4,3,4,5,4,4,2,4,4,5,4,5,5,5,3,4,4,6,6,6,6,6,6,6,2,2,6,5,2,2,5,5,6,7,6,5,7,6,7,5,7,7,6,2,"wed_edi",1,1,"4",5.4,4,4.66666666666667,3.16666666666667,3.66666666666667,4.375,6,1
"131","bu7hXjvaxDuC5X79M",865,1,5,7,1,5,7,7,5,7,7,2,7,5,3,5,5,5,4,4,3,3,4,6,7,6,6,6,6,6,7,7,7,7,7,3,5,2,4,6,2,1,4,7,7,5,7,6,7,6,5,2,6,4,1,4,5,6,2,2,5,5,6,6,7,7,6,5,6,1,"thu_exp",1,1,"7",6.2,4.6,3.33333333333333,3.66666666666667,6.5,3.375,6.42857142857143,1
"132","bvWXPwJP6r2RHdBnT",639,1,4,6,3,6,4,6,5,7,7,2,0,2,3,6,4,4,5,4,6,6,6,3,4,7,7,4,6,4,3,6,4,7,3,6,4,3,3,4,4,4,4,7,6,7,7,5,4,7,4,5,4,4,4,6,7,6,7,2,6,4,4,4,3,6,5,7,7,4,"thu_exp",1,0,"5",5.2,4.6,6,4.5,4.83333333333333,4,6.14285714285714,1
"133","bZrhz4aeA5drAnZZs",522,1,5,5,1,6,4,2,5,7,7,1,7,7,4,5,7,4,3,7,4,4,4,1,4,4,5,3,4,5,3,4,3,3,1,5,5,5,4,5,5,4,5,7,6,7,6,5,5,5,4,4,5,2,5,2,2,6,5,1,7,5,4,7,1,4,6,6,7,3,"thu_exp",1,1,"7",4.8,5.2,4,3.66666666666667,3.33333333333333,4.75,5.85714285714286,1
"134","C3ycYPDwCskXwhQhe",386,1,4,6,3,5,4,5,5,4,4,1,2,1,1,2,4,2,1,2,2,2,2,2,3,1,4,1,1,3,1,3,1,1,1,4,4,4,7,6,6,5,7,6,6,7,6,6,6,6,4,2,4,2,6,4,3,7,7,6,6,5,5,2,6,4,7,6,4,2,"wed_imp",1,1,"5",4.8,2.2,2,3.66666666666667,1.83333333333333,5.375,6.14285714285714,1
"135","C4QZ7grTdpe4p49z9",477,1,7,10,1,7,7,7,7,7,7,1,7,8,8,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,1,2,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,4,"thu_edi",1,1,"7",7,7,7,1.16666666666667,6.75,1,7,4
"136","C5qMR8XH9TuCceLYd",311,1,5,3,6,6,4,7,5,6,6,2,1,1,1,5,3,5,2,2,2,2,4,1,4,4,4,4,4,4,1,4,1,3,1,4,4,4,5,5,5,5,4,7,7,7,7,7,7,7,6,5,6,4,6,4,2,4,3,7,7,7,5,4,7,5,5,5,5,3,"thu_imp",1,1,"2",4.8,3.4,2.66666666666667,5.16666666666667,2.91666666666667,4.5,7,1
"137","C6qeea95Abs7ki363",1537,1,3,5,7,1,1,4,1,5,5,1,3,8,8,7,5,1,6,4,6,5,1,4,4,5,7,7,5,5,7,7,7,5,4,4,2,6,7,7,7,7,6,7,4,7,7,4,4,7,6,5,3,3,6,5,1,6,6,3,6,4,2,2,2,4,5,4,4,4,"thu_exp",1,1,"1",1.6,4.6,4,4.66666666666667,5.58333333333333,5.75,5.71428571428571,1
"138","c7QZ4KT7z97XSB9Ct",582,1,5,4,5,6,5,6,5,6,5,2,4,4,3,3,3,5,5,3,3,2,5,5,6,4,5,6,6,7,6,6,6,5,5,4,5,3,6,6,5,4,2,7,7,4,6,7,4,6,5,5,5,5,6,6,7,5,5,3,6,3,6,7,5,6,7,5,6,2,"wed_imp",1,1,"3",5,3.8,3.33333333333333,5.33333333333333,5.58333333333333,4.375,5.85714285714286,1
"139","CATcXiRvEuEMMyq4n",683,1,6,4,5,6,5,6,6,6,6,2,7,5,3,2,7,6,7,1,3,1,4,5,6,4,7,7,4,7,4,7,5,7,6,4,3,2,3,6,2,5,6,7,7,7,7,7,7,7,1,1,2,1,1,1,7,7,6,1,6,5,6,6,1,7,7,7,7,3,"wed_edi",0,0,"3",5.2,4.6,2.66666666666667,1.16666666666667,5.75,3.875,7,4
"140","CAX2KxpgsDh5Faet8",787,1,5,6,5,5,7,7,5,7,7,2,5,3,2,6,5,6,5,5,5,4,5,4,5,4,6,5,5,6,4,7,4,5,6,5,4,4,5,4,5,4,5,6,6,6,6,6,6,5,6,5,6,6,6,4,6,6,6,7,6,6,5,6,6,7,6,6,7,2,"wed_edi",1,1,"3",5.4,5.4,4.66666666666667,5.5,5.08333333333333,4.5,5.85714285714286,1
"141","CB5S7zbqbMxuovPBD",569,1,7,1,2,6,4,5,4,7,7,1,7,5,4,2,2,4,1,1,4,1,2,2,5,2,4,2,4,5,2,6,4,2,4,5,4,6,6,6,7,5,6,7,7,7,7,7,7,7,2,1,4,2,2,2,2,6,2,1,7,5,7,7,1,5,7,7,7,4,"thu_exp",1,1,"6",5,2,2.33333333333333,2.16666666666667,3.5,5.625,7,1
"142","cB8cpMLHWonFa9GeE",667,1,6,3,3,6,6,6,6,6,6,2,7,4,2,4,5,2,2,6,4,4,4,4,6,4,6,6,6,6,3,6,4,6,4,5,6,1,2,4,2,1,6,7,7,7,7,6,4,7,1,1,4,1,2,2,5,6,6,1,6,5,6,6,1,7,6,6,6,2,"thu_edi",1,1,"5",5.8,3.8,4,1.83333333333333,5.08333333333333,3.375,6.42857142857143,1
"143","cdqZjdiRe3DMQN2G8",845,1,7,3,4,5,3,2,6,7,5,1,7,4,3,2,1,3,2,1,6,6,6,4,5,4,4,4,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,7,7,7,6,7,6,7,3,3,4,3,3,3,6,4,6,5,5,6,6,6,6,6,6,6,6,3,NA,0,0,"4",4,1.8,6,3.16666666666667,4.41666666666667,4,6.71428571428571,NA
"144","CfiKa3vC88z7xPpBy",664,1,6,3,2,6,5,6,7,5,5,2,7,3,2,3,3,3,1,1,2,2,2,4,5,4,6,6,5,6,5,6,4,6,6,4,5,2,3,4,3,2,4,6,7,7,5,6,6,6,3,2,3,3,5,5,5,4,7,3,6,7,6,6,6,6,6,7,5,3,"wed_imp",1,1,"6",6,2.2,2,3.5,5.25,3.375,6.14285714285714,1
"145","cj8Qw2nMiLQExzwRT",3033,1,7,6,3,7,6,6,7,7,6,1,4,2,2,1,1,6,2,1,4,3,6,2,3,3,7,5,2,5,4,5,7,5,5,6,2,6,6,6,7,4,6,7,7,7,7,7,7,7,6,3,7,6,7,7,7,7,3,1,6,6,6,6,1,7,7,7,7,2,"thu_edi",1,1,"5",6.2,2.2,4.33333333333333,6,4.41666666666667,5.375,7,1
"146","cjQ29k2Cy2ZK75uTb",772,1,6,7,3,5,5,3,6,7,7,1,7,4,3,5,5,5,3,4,3,2,3,5,5,4,6,5,5,6,3,6,3,3,5,3,2,1,3,2,2,3,3,6,6,5,6,6,6,6,2,2,2,2,2,2,7,5,5,5,6,6,6,6,6,5,6,6,6,4,"thu_edi",1,1,"5",4.8,4.4,2.66666666666667,2,4.66666666666667,2.375,5.85714285714286,4
"147","cjxyF57NQK2GwbXL7",973,1,5,5,5,5,5,4,5,5,5,2,7,3,3,5,4,4,4,5,5,5,5,5,5,5,5,4,5,3,4,5,5,5,2,6,7,4,5,6,5,5,7,6,6,7,7,6,7,6,6,6,5,6,6,6,5,6,5,3,7,7,5,6,3,5,7,7,7,1,"thu_imp",1,1,"3",4.4,4.4,5,5.83333333333333,4.41666666666667,5.625,6.42857142857143,1
"148","cK29sYomEcWA9xZjd",4240,1,5,5,5,5,5,2,3,6,5,2,7,4,2,3,2,3,2,2,2,2,2,2,4,5,5,2,5,3,2,5,3,3,2,4,5,3,5,5,5,5,5,6,6,6,6,6,6,6,5,3,5,3,5,5,5,6,5,5,6,6,5,5,5,5,5,5,5,3,"thu_imp",1,1,"3",3.6,2.4,2,4.33333333333333,3.41666666666667,4.625,6,1
"149","CKvP8uKY5qfHsgKWy",1149,1,2,5,6,2,1,1,1,5,5,2,2,3,1,5,5,4,5,5,4,2,4,2,4,3,5,3,4,3,2,4,3,3,3,2,4,4,1,2,1,2,1,5,6,6,6,5,5,5,5,3,5,5,5,3,4,6,6,1,6,6,4,4,1,5,4,4,5,4,"thu_imp",0,0,"2",1.4,4.8,3.33333333333333,4.33333333333333,3.25,2.125,5.42857142857143,1
"150","CN8Z9Z6T8x8AjNupn",483,1,5,2,5,6,5,7,6,7,5,2,7,2,2,3,2,2,2,1,4,1,2,4,5,6,6,4,5,5,4,6,3,4,5,4,3,2,2,3,2,2,3,6,6,4,7,3,7,3,7,5,7,5,5,7,5,5,5,5,6,5,5,5,5,5,6,6,6,2,"thu_edi",1,1,"3",5.4,2,2.33333333333333,6,4.75,2.625,5.14285714285714,1
"151","cowYHFS29WpsGpDRh",1447,1,5,4,5,5,4,4,5,5,5,2,5,3,2,6,4,6,3,4,5,3,3,4,4,4,7,6,5,6,3,5,7,4,5,4,3,2,5,3,2,3,3,6,6,6,6,6,6,6,3,2,3,4,4,4,2,6,4,4,5,5,6,5,4,5,7,6,5,4,"wed_imp",1,1,"3",4.2,4.6,3.66666666666667,3.33333333333333,5,3.125,6,1
"152","cprWCdqz9okjeWyv4",938,1,5,4,5,5,2,1,3,6,6,1,7,8,4,2,3,5,2,2,5,2,5,3,4,5,6,6,5,6,1,5,1,1,5,7,7,5,2,5,5,5,6,7,7,7,7,7,7,7,7,6,5,4,7,6,4,6,6,1,6,6,4,5,1,5,6,5,6,1,"wed_imp",1,1,"3",2.8,2.8,4,5.83333333333333,4,5.25,7,1
"153","cqNk6ASXxNw7bZp5s",773,1,6,6,6,5,1,5,5,7,7,2,7,3,1,1,1,4,2,1,1,1,2,4,7,6,7,6,7,7,7,7,6,4,1,5,2,5,7,4,7,7,5,6,6,7,7,5,6,5,3,1,7,7,2,4,7,5,5,4,7,7,6,5,5,4,6,6,7,3,"thu_imp",1,1,"2",3.6,1.8,1.33333333333333,4,5.75,5.25,6,1
"154","cqyAaPEG34Ydjv24T",538,1,6,2,2,7,6,6,7,6,7,1,3,2,1,1,1,5,2,1,5,4,5,5,2,7,5,5,7,5,3,7,6,1,6,6,6,6,6,5,6,6,7,6,5,5,7,6,7,6,6,1,6,2,2,2,2,5,7,1,6,6,6,6,5,5,5,6,6,3,"thu_imp",1,1,"6",6.4,2,4.66666666666667,3.16666666666667,4.91666666666667,6,6,1
"155","Crnx7wTj3jkq9fiDA",2311,1,6,2,2,6,5,6,6,7,6,1,7,5,4,5,6,5,3,6,6,6,7,5,7,6,7,7,7,7,6,7,6,6,6,2,3,2,3,2,2,2,3,6,7,6,6,6,5,5,6,1,5,3,3,5,7,5,6,6,7,7,6,6,5,7,7,6,7,3,"thu_edi",1,1,"6",5.8,5,6.33333333333333,3.83333333333333,6.41666666666667,2.375,5.85714285714286,4
"156","CTFNdLaQFhBTsWf9o",357,1,7,3,5,6,4,5,5,7,7,1,7,8,3,3,2,2,1,3,2,2,2,2,3,2,7,2,5,5,5,5,5,5,1,6,5,6,6,6,7,2,7,7,7,7,7,7,7,2,3,1,5,2,2,2,6,7,6,1,7,7,7,7,1,6,6,6,6,4,"wed_imp",1,1,"3",4.6,2.2,2,2.5,3.91666666666667,5.625,6.28571428571429,1
"157","CwunfXCNdnsuc8o2m",551,1,4,3,5,2,1,1,2,7,5,1,7,3,1,3,2,5,3,2,1,1,1,6,5,5,6,5,5,4,5,5,2,4,5,3,6,6,5,5,6,5,6,6,6,6,6,6,6,6,5,6,7,6,7,5,2,6,6,4,6,5,4,6,5,6,6,6,6,3,"fri_edi",0,0,"3",1.8,3,1,6,4.75,5.25,6,4
"158","CWv9thDSSmMsmBKiG",469,1,6,4,4,6,5,4,6,7,7,1,7,4,3,2,3,5,3,5,4,4,3,3,4,4,5,5,4,5,5,5,3,5,5,4,4,4,4,4,4,3,4,5,7,7,7,7,7,7,5,3,5,5,5,3,5,2,4,1,6,6,6,6,2,3,6,5,6,3,"wed_exp",1,1,"4",5,3.6,3.66666666666667,4.33333333333333,4.41666666666667,3.875,6.71428571428571,1
"159","CXPPke4sQGc6cwk98",334,1,7,5,3,5,6,5,6,6,6,1,7,8,3,1,1,1,1,1,4,1,4,2,5,4,4,3,7,5,3,6,6,4,4,4,4,4,6,4,2,2,6,7,7,6,7,6,7,6,3,3,4,3,3,4,5,5,5,6,5,5,6,7,7,7,7,7,6,4,"thu_edi",1,1,"5",5.4,1,3,3.33333333333333,4.41666666666667,4,6.57142857142857,4
"160","cXy4KkaockjEELvyJ",663,1,5,1,2,5,6,4,3,7,6,2,4,6,2,5,4,3,1,3,5,3,4,5,6,5,7,5,6,6,4,7,3,4,6,3,3,3,3,4,4,2,3,7,6,7,7,5,6,6,3,2,3,3,3,2,6,6,5,4,7,6,6,5,4,7,7,7,7,4,NA,0,0,"6",4.8,3.2,4,2.66666666666667,5.33333333333333,3.125,6.28571428571429,NA
"161","cyA4uHofQDzB2PchJ",365,1,6,4,6,6,5,6,6,7,6,1,3,1,3,5,3,6,6,3,5,4,5,1,4,4,5,5,5,3,5,5,4,3,5,5,3,5,6,7,5,5,5,6,6,6,6,6,6,5,7,6,7,6,6,7,5,5,6,2,6,6,6,6,2,4,6,6,6,1,"thu_edi",1,1,"2",5,4.6,4.66666666666667,6.5,4.08333333333333,5.125,5.85714285714286,2
"162","CyonycehAQTgKc2ot",653,1,5,5,5,4,4,5,4,5,5,1,7,8,4,6,5,6,7,4,6,5,6,3,4,5,5,6,6,5,7,6,5,5,7,5,5,4,5,5,6,6,4,5,5,3,5,4,5,5,4,2,7,5,2,6,6,4,7,5,7,7,6,5,7,7,6,5,5,1,"thu_exp",1,0,"3",4,5.6,5.66666666666667,4.33333333333333,5.33333333333333,5,4.57142857142857,1
"163","d8YX8Ybr6bLrQXoaj",505,1,5,4,5,5,4,3,4,7,7,1,7,3,3,5,4,5,2,5,1,1,3,1,4,3,2,3,3,3,3,4,1,3,3,4,4,5,5,5,5,4,4,7,7,7,7,7,7,6,2,3,5,3,2,2,3,6,5,1,7,7,5,5,1,5,7,6,7,4,"thu_imp",1,1,"3",3.8,4.2,1.66666666666667,2.83333333333333,2.75,4.5,6.85714285714286,1
"164","Dad9nN2zrTWD6nP26",518,1,7,3,2,6,6,5,6,7,7,2,7,7,5,5,5,5,5,5,5,3,5,4,6,5,6,6,6,7,4,7,5,6,6,6,5,4,2,4,3,3,5,7,7,7,7,7,7,7,1,1,3,2,2,1,7,7,6,7,7,7,7,7,7,7,7,7,7,1,"thu_imp",1,1,"6",5.8,5,4.33333333333333,1.66666666666667,5.66666666666667,4,7,1
"165","dD5RGNHDs43xtNiJE",1103,1,3,3,5,5,2,4,5,5,2,2,7,1,1,5,4,6,6,4,5,2,5,5,5,2,7,5,2,6,5,5,6,4,6,4,4,5,6,4,3,3,5,6,6,6,6,6,6,5,3,3,5,4,4,3,3,5,7,7,5,7,1,5,7,6,5,4,1,2,"thu_exp",0,0,"3",3.8,5,4,3.66666666666667,4.83333333333333,4.25,5.85714285714286,1
"166","DfxgebRQiHxmEvaZv",399,1,5,5,6,5,6,6,5,6,7,2,3,4,4,6,6,6,6,5,7,6,6,1,7,4,7,6,7,7,2,7,6,7,2,2,6,1,1,1,1,1,1,6,7,6,7,7,6,7,4,6,6,1,1,3,5,5,5,5,7,5,7,6,5,5,7,5,5,1,"thu_edi",1,1,"2",4.8,5.8,6.33333333333333,3.5,5.25,1.75,6.57142857142857,2
"167","DGFmieiLD7FErs3eA",381,1,6,8,6,5,5,4,5,6,5,2,5,3,3,6,4,5,6,4,3,3,3,5,4,5,6,6,5,6,5,6,5,6,6,3,5,1,1,1,1,3,4,5,5,5,6,5,6,5,5,3,5,6,5,5,2,6,4,2,7,5,6,6,2,5,7,6,5,2,"wed_imp",1,1,"2",4.2,5,3,4.83333333333333,5.41666666666667,2.375,5.28571428571429,1
"168","DHt3LCcTNCz27vA6L",2150,1,6,1,3,6,7,7,5,7,7,1,7,5,5,7,7,6,7,5,3,3,5,6,5,3,6,5,5,5,3,6,3,5,3,5,6,5,5,6,5,6,5,7,7,7,7,6,7,7,1,2,1,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,NA,0,0,"5",6,6.4,3.66666666666667,1.33333333333333,4.58333333333333,5.375,6.85714285714286,NA
"169","dKchxJpKjBQohknto",353,1,6,3,1,7,7,7,7,7,6,1,7,8,4,5,4,4,1,1,1,1,1,7,7,5,7,7,7,7,7,7,7,7,1,4,1,1,1,1,1,6,1,7,7,7,7,5,7,7,1,1,1,5,1,1,4,7,1,1,6,4,7,7,1,7,7,7,6,4,"fri_edi",1,1,"7",7,3,1,1.66666666666667,6.33333333333333,2,6.71428571428571,4
"170","DkK7kGapkCXEttnxM",374,1,2,5,6,2,3,1,2,5,5,2,2,1,1,3,6,2,5,2,2,2,2,5,6,3,7,5,5,5,5,6,5,3,4,6,4,4,7,4,3,3,5,7,7,7,7,7,7,7,7,7,7,3,3,3,1,6,2,1,5,5,1,5,1,4,5,5,6,2,"wed_imp",1,1,"2",2,3.6,2,5,4.91666666666667,4.5,7,1
"171","dKTd4nwSjpQZDuKKn",727,1,5,3,6,5,4,2,4,6,6,2,7,3,2,6,6,7,5,7,5,4,6,4,5,5,6,4,5,6,5,5,6,5,1,5,5,5,6,5,4,6,6,7,7,7,7,7,7,7,5,1,7,6,5,2,4,7,6,2,7,7,5,4,2,5,7,7,6,1,"wed_imp",1,1,"2",3.4,6.2,5,4.33333333333333,4.75,5.25,7,1
